administrator
['Jul 26, 2022 @ 15:03:42.147', '10.100.10.222', 'administrator', '4625', 'An account failed to log on.', 'TASI-BACKUP']
['Jul 26, 2022 @ 07:34:20.873', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:34:18.627', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:34:16.387', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:34:14.087', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:34:11.853', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:34:09.538', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:34:07.244', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:34:04.982', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:34:02.734', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:34:00.469', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:33:58.286', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:33:56.084', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:33:53.838', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:33:51.597', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:33:49.323', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:33:47.095', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:33:44.784', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:33:42.487', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:33:40.186', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:33:37.867', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:33:35.643', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:33:33.295', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:33:31.068', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:33:28.809', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:33:26.502', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:33:24.151', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:33:21.900', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:33:19.592', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:33:17.360', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:33:15.112', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:33:12.812', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:33:10.563', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:33:08.311', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:33:06.013', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:33:03.760', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:33:01.506', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:32:59.200', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:32:56.901', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:32:54.711', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:32:52.462', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:32:50.226', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:32:47.948', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:32:45.639', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:32:43.390', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:32:41.091', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:32:38.843', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:32:36.599', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:32:34.325', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:32:32.087', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:32:29.834', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:32:27.554', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:32:25.253', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:32:22.975', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:32:20.676', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:32:18.369', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:32:16.118', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:32:13.870', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:32:11.585', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:32:09.348', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:32:07.117', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:32:04.891', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:32:02.597', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:32:00.286', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:31:57.979', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:31:55.752', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:31:53.455', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:31:51.208', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:31:49.030', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:31:46.835', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:31:44.593', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:31:42.355', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:31:40.056', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:31:37.811', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:31:35.575', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:31:33.323', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:31:31.028', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:31:28.778', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:31:26.493', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:31:24.183', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:31:21.925', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:31:19.669', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:31:17.358', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:31:15.049', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:31:12.703', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:31:10.371', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:31:08.096', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:31:05.851', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:31:03.528', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:31:01.217', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:30:58.921', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:30:56.633', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:30:54.343', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:30:52.025', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:30:49.718', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:30:47.441', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:30:45.261', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:30:43.087', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:30:40.837', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:30:38.599', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:30:36.299', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:30:34.057', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:30:31.749', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:30:29.457', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:30:27.196', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:30:24.945', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:30:22.749', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:30:20.551', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:30:18.360', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:30:16.119', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:30:13.827', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:30:11.520', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:30:09.209', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:30:06.956', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:30:04.723', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:30:02.482', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:30:00.179', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:29:57.938', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:29:55.691', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:29:53.452', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:29:51.142', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:29:48.847', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:29:46.564', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:29:44.271', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:29:42.022', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:29:39.832', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:29:37.605', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:29:35.377', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:29:33.138', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:29:30.899', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:29:28.597', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:29:26.290', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:29:23.989', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:29:21.671', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:29:19.440', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:29:17.104', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:29:14.810', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:29:12.546', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:29:10.305', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:29:08.060', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:29:05.816', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:29:03.580', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:29:01.354', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:28:59.056', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:28:56.818', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:28:54.566', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:28:52.271', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:28:50.034', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:28:47.796', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:28:45.504', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:28:43.275', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:28:41.041', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:28:38.804', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:28:36.605', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:28:34.360', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:28:32.053', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:28:29.754', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:28:27.504', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:28:25.197', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:28:22.961', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:28:20.639', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:28:18.331', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:28:16.070', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:28:13.749', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:28:11.429', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:28:09.166', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:28:06.881', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:28:04.635', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:28:02.383', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:28:00.034', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:27:57.743', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:27:55.461', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:27:53.152', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:27:50.915', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:27:48.667', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:27:46.378', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:27:44.146', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:27:41.903', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:27:39.630', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:27:37.381', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:27:35.147', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:27:32.900', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:27:30.717', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:27:28.484', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:27:26.168', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:27:23.929', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:27:21.647', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:27:19.411', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:27:17.099', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:27:14.799', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:27:12.581', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:27:10.347', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:27:08.052', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:27:05.763', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:27:03.457', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:27:01.262', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:26:59.006', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:26:56.698', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:26:54.398', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:26:52.102', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:26:49.794', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:26:47.567', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:26:45.267', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:26:42.965', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:26:40.719', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:26:38.483', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:26:36.189', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:26:33.892', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:26:31.611', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:26:29.389', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:26:27.233', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:26:25.055', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:26:22.817', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:26:20.562', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:26:18.275', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:26:15.963', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:26:13.714', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:26:11.468', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:26:09.214', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:26:06.953', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:26:04.652', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:26:02.338', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:26:00.038', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:25:57.737', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:25:55.483', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:25:53.248', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:25:50.945', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:25:48.709', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:25:46.468', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:25:44.234', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:25:41.925', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:25:39.681', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
['Jul 26, 2022 @ 07:25:37.374', '128.171.103.65', 'ginger', '4625', 'An account failed to log on.', 'DCON3']
