"@timestamp",message,"geoip.ip","geoip.city_name","geoip.country_name"
"Sep 23, 2022 @ 16:12:01.443","Sep 23 16:11:53 mail postfix/smtps/smtpd[22163]: warning: unknown[218.147.90.92]: SASL LOGIN authentication failed: authentication failure","218.147.90.92","Uiwang-si","South Korea"
"Sep 23, 2022 @ 16:11:42.437","Sep 23 16:11:39 mail postfix/smtps/smtpd[22163]: warning: unknown[185.96.126.136]: SASL LOGIN authentication failed: authentication failure","185.96.126.136","-",Azerbaijan
"Sep 23, 2022 @ 16:09:13.128","Sep 23 16:09:12 mail postfix/smtps/smtpd[19689]: warning: unknown[201.243.65.221]: SASL LOGIN authentication failed: authentication failure","201.243.65.221",Barcelona,Venezuela
"Sep 23, 2022 @ 16:09:03.949","Sep 23 16:08:56 mail postfix/smtps/smtpd[19689]: warning: unknown[187.161.199.165]: SASL LOGIN authentication failed: authentication failure","187.161.199.165",Monterrey,Mexico
"Sep 23, 2022 @ 15:57:23.905","Sep 23 15:57:22 mail postfix/smtps/smtpd[15800]: warning: unknown[14.51.14.47]: SASL LOGIN authentication failed: authentication failure","14.51.14.47","Dong-gu","South Korea"
"Sep 23, 2022 @ 15:57:13.865","Sep 23 15:57:07 mail postfix/smtps/smtpd[15800]: warning: unknown[196.1.196.190]: SASL LOGIN authentication failed: authentication failure","196.1.196.190",Khartoum,Sudan
"Sep 23, 2022 @ 15:53:23.383","Sep 23 15:53:15 mail postfix/smtps/smtpd[7290]: warning: bb42-60-193-198.singnet.com.sg[42.60.193.198]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Sep 23, 2022 @ 15:52:57.374","Sep 23 15:52:57 mail postfix/smtps/smtpd[14318]: warning: unknown[61.142.244.213]: SASL LOGIN authentication failed: authentication failure","61.142.244.213","-",China
"Sep 23, 2022 @ 15:52:38.299","Sep 23 15:52:35 mail postfix/smtps/smtpd[14318]: warning: unknown[91.203.9.12]: SASL LOGIN authentication failed: authentication failure","91.203.9.12","-",Russia
"Sep 23, 2022 @ 15:52:23.233","Sep 23 15:52:22 mail postfix/smtps/smtpd[7290]: warning: unknown[185.149.107.210]: SASL LOGIN authentication failed: authentication failure","185.149.107.210",Musachevo,Bulgaria
"Sep 23, 2022 @ 15:49:01.370","Sep 23 15:48:53 mail postfix/smtps/smtpd[7290]: warning: unknown[60.11.115.86]: SASL LOGIN authentication failed: authentication failure","60.11.115.86","-",China
"Sep 23, 2022 @ 15:48:41.357","Sep 23 15:48:39 mail postfix/smtps/smtpd[7290]: warning: unknown[182.176.149.51]: SASL LOGIN authentication failed: authentication failure","182.176.149.51","Chak Nineteen- Gogera Distributary",Pakistan
"Sep 23, 2022 @ 15:46:22.290","Sep 23 15:46:16 mail postfix/smtps/smtpd[7290]: warning: unknown[194.2.181.221]: SASL LOGIN authentication failed: authentication failure","194.2.181.221",Guingamp,France
"Sep 23, 2022 @ 15:45:59.225","Sep 23 15:45:57 mail postfix/smtps/smtpd[7290]: warning: unknown[58.47.143.22]: SASL LOGIN authentication failed: authentication failure","58.47.143.22","-",China
"Sep 23, 2022 @ 15:34:43.832","Sep 23 15:34:42 mail postfix/smtps/smtpd[1078]: warning: unknown[186.239.192.34]: SASL LOGIN authentication failed: authentication failure","186.239.192.34","Santa Branca",Brazil
"Sep 23, 2022 @ 15:34:12.649","Sep 23 15:34:12 mail postfix/smtps/smtpd[1078]: warning: unknown[45.221.8.198]: SASL LOGIN authentication failed: authentication failure","45.221.8.198",Kampala,Uganda
"Sep 23, 2022 @ 15:30:14.504","Sep 23 15:30:11 mail postfix/smtps/smtpd[2926]: warning: unknown[168.253.199.102]: SASL LOGIN authentication failed: authentication failure","168.253.199.102",Hermanus,"South Africa"
"Sep 23, 2022 @ 15:29:57.225","Sep 23 15:29:56 mail postfix/smtps/smtpd[1078]: warning: unknown[61.32.22.171]: SASL LOGIN authentication failed: authentication failure","61.32.22.171",Gwangju,"South Korea"
"Sep 23, 2022 @ 15:29:24.122","Sep 23 15:29:21 mail postfix/smtps/smtpd[1078]: warning: unknown[196.1.199.106]: SASL LOGIN authentication failed: authentication failure","196.1.199.106",Khartoum,Sudan
"Sep 23, 2022 @ 15:29:13.116","Sep 23 15:29:11 mail postfix/smtps/smtpd[1078]: warning: unknown[222.223.241.180]: SASL LOGIN authentication failed: authentication failure","222.223.241.180","-",China
"Sep 23, 2022 @ 15:25:58.447","Sep 23 15:25:58 mail postfix/smtps/smtpd[31983]: warning: l37-195-203-36.novotelecom.ru[37.195.203.36]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Sep 23, 2022 @ 15:25:48.434","Sep 23 15:25:47 mail postfix/smtps/smtpd[31983]: warning: unknown[180.167.3.173]: SASL LOGIN authentication failed: authentication failure","180.167.3.173",Shanghai,China
"Sep 23, 2022 @ 15:23:13.946","Sep 23 15:23:11 mail postfix/smtps/smtpd[31983]: warning: unknown[183.109.125.54]: SASL LOGIN authentication failed: authentication failure","183.109.125.54",Suwon,"South Korea"
"Sep 23, 2022 @ 15:23:00.938","Sep 23 15:22:58 mail postfix/smtps/smtpd[31983]: warning: unknown[176.32.184.86]: SASL LOGIN authentication failed: authentication failure","176.32.184.86","St Petersburg",Russia
"Sep 23, 2022 @ 15:11:35.604","Sep 23 15:11:35 mail postfix/smtps/smtpd[21812]: warning: unknown[117.69.255.239]: SASL LOGIN authentication failed: authentication failure","117.69.255.239","-",China
"Sep 23, 2022 @ 15:11:22.134","Sep 23 15:11:20 mail postfix/smtps/smtpd[25682]: warning: unknown[122.166.238.88]: SASL LOGIN authentication failed: authentication failure","122.166.238.88",Bengaluru,India
"Sep 23, 2022 @ 15:07:34.416","Sep 23 15:07:32 mail postfix/smtps/smtpd[24106]: warning: unknown[200.37.36.20]: SASL LOGIN authentication failed: authentication failure","200.37.36.20",Lima,Peru
"Sep 23, 2022 @ 15:07:04.385","Sep 23 15:07:02 mail postfix/smtps/smtpd[21812]: warning: unknown[125.234.252.150]: SASL LOGIN authentication failed: authentication failure","125.234.252.150","Ho Chi Minh City",Vietnam
"Sep 23, 2022 @ 15:06:29.541","Sep 23 15:06:27 mail postfix/smtps/smtpd[21812]: warning: unknown[219.146.247.114]: SASL LOGIN authentication failed: authentication failure","219.146.247.114","-",China
"Sep 23, 2022 @ 15:06:21.534","Sep 23 15:06:13 mail postfix/smtps/smtpd[21812]: warning: unknown[45.179.200.143]: SASL LOGIN authentication failed: authentication failure","45.179.200.143",Pereira,Colombia
"Sep 23, 2022 @ 15:03:31.665","Sep 23 15:03:30 mail postfix/smtps/smtpd[21812]: warning: unknown[93.188.38.116]: SASL LOGIN authentication failed: authentication failure","93.188.38.116",Kyiv,Ukraine
"Sep 23, 2022 @ 15:03:21.661","Sep 23 15:03:16 mail postfix/smtps/smtpd[21812]: warning: unknown[183.230.197.49]: SASL LOGIN authentication failed: authentication failure","183.230.197.49",Chongqing,China
"Sep 23, 2022 @ 15:00:17.999","Sep 23 15:00:17 mail postfix/smtps/smtpd[20547]: warning: unknown[189.56.190.63]: SASL LOGIN authentication failed: authentication failure","189.56.190.63","-",Brazil
"Sep 23, 2022 @ 15:00:03.902","Sep 23 15:00:03 mail postfix/smtps/smtpd[19979]: warning: 107.40.3.213.static.wline.lns.sme.cust.swisscom.ch[213.3.40.107]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Sep 23, 2022 @ 14:48:53.205","Sep 23 14:48:45 mail postfix/smtps/smtpd[14319]: warning: unknown[103.146.233.191]: SASL LOGIN authentication failed: authentication failure","103.146.233.191",Prayagraj,India
"Sep 23, 2022 @ 14:48:22.314","Sep 23 14:48:20 mail postfix/smtps/smtpd[14319]: warning: unknown[45.221.8.176]: SASL LOGIN authentication failed: authentication failure","45.221.8.176",Kampala,Uganda
"Sep 23, 2022 @ 14:44:49.145","Sep 23 14:44:48 mail postfix/smtps/smtpd[9551]: warning: unknown[189.126.244.2]: SASL LOGIN authentication failed: authentication failure","189.126.244.2","-",Brazil
"Sep 23, 2022 @ 14:44:40.098","Sep 23 14:44:39 mail postfix/smtps/smtpd[12009]: warning: unknown[207.254.31.209]: SASL LOGIN authentication failed: authentication failure","207.254.31.209",Dublin,Ireland
"Sep 23, 2022 @ 14:44:39.094","Sep 23 14:44:38 mail postfix/smtps/smtpd[9551]: warning: unknown[94.180.118.31]: SASL LOGIN authentication failed: authentication failure","94.180.118.31",Novosibirsk,Russia
"Sep 23, 2022 @ 14:44:27.764","Sep 23 14:44:27 mail postfix/smtps/smtpd[12009]: warning: unknown[117.141.32.125]: SASL LOGIN authentication failed: authentication failure","117.141.32.125",Qinzhou,China
"Sep 23, 2022 @ 14:43:53.676","Sep 23 14:43:52 mail postfix/smtps/smtpd[12009]: warning: 201-251-127-123.static.speedy.com.ar[201.251.127.123]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Sep 23, 2022 @ 14:43:19.226","Sep 23 14:43:18 mail postfix/smtps/smtpd[9551]: warning: unknown[200.148.218.14]: SASL LOGIN authentication failed: authentication failure","200.148.218.14",Guarulhos,Brazil
"Sep 23, 2022 @ 14:40:15.998","Sep 23 14:40:15 mail postfix/smtps/smtpd[9561]: warning: unknown[31.40.144.36]: SASL LOGIN authentication failed: authentication failure","31.40.144.36",Temryuk,Russia
"Sep 23, 2022 @ 14:40:01.983","Sep 23 14:40:01 mail postfix/smtps/smtpd[9551]: warning: unknown[180.175.227.132]: SASL LOGIN authentication failed: authentication failure","180.175.227.132","-",China
"Sep 23, 2022 @ 14:37:29.920","Sep 23 14:37:28 mail postfix/smtps/smtpd[4629]: warning: unknown[182.176.149.51]: SASL LOGIN authentication failed: authentication failure","182.176.149.51","Chak Nineteen- Gogera Distributary",Pakistan
"Sep 23, 2022 @ 14:37:16.911","Sep 23 14:37:15 mail postfix/smtps/smtpd[4629]: warning: unknown[196.1.238.2]: SASL LOGIN authentication failed: authentication failure","196.1.238.2","-",Sudan
"Sep 23, 2022 @ 14:25:39.841","Sep 23 14:25:36 mail postfix/smtps/smtpd[2066]: warning: unknown[200.37.36.20]: SASL LOGIN authentication failed: authentication failure","200.37.36.20",Lima,Peru
"Sep 23, 2022 @ 14:25:22.523","Sep 23 14:25:22 mail postfix/smtps/smtpd[2066]: warning: unknown[195.244.184.38]: SASL LOGIN authentication failed: authentication failure","195.244.184.38",Brussels,Belgium
"Sep 23, 2022 @ 14:21:47.460","Sep 23 14:21:46 mail postfix/smtps/smtpd[24174]: warning: unknown[210.19.112.202]: SASL LOGIN authentication failed: authentication failure","210.19.112.202","Kuala Lumpur",Malaysia
"Sep 23, 2022 @ 14:21:24.449","Sep 23 14:21:24 mail postfix/smtps/smtpd[32579]: warning: unknown[24.51.226.170]: SASL LOGIN authentication failed: authentication failure","24.51.226.170",Kingsville,Canada
"Sep 23, 2022 @ 14:20:42.915","Sep 23 14:20:39 mail postfix/smtps/smtpd[24174]: warning: unknown[43.251.255.4]: SASL LOGIN authentication failed: authentication failure","43.251.255.4",Lahore,Pakistan
"Sep 23, 2022 @ 14:20:32.900","Sep 23 14:20:25 mail postfix/smtps/smtpd[24174]: warning: unknown[175.213.212.121]: SASL LOGIN authentication failed: authentication failure","175.213.212.121",Cheonan,"South Korea"
"Sep 23, 2022 @ 14:19:07.560","Sep 23 14:17:27 mail postfix/smtps/smtpd[30353]: warning: unknown[222.218.130.213]: SASL LOGIN authentication failed: authentication failure","222.218.130.213","-",China
"Sep 23, 2022 @ 14:19:07.557","Sep 23 14:17:12 mail postfix/smtps/smtpd[24174]: warning: unknown[180.165.228.154]: SASL LOGIN authentication failed: authentication failure","180.165.228.154",Shanghai,China
"Sep 23, 2022 @ 14:18:39.191","Sep 23 14:14:23 mail postfix/smtps/smtpd[24174]: warning: unknown[181.57.77.77]: SASL LOGIN authentication failed: authentication failure","181.57.77.77","Cúcuta",Colombia
"Sep 23, 2022 @ 14:18:39.190","Sep 23 14:14:09 mail postfix/smtps/smtpd[24174]: warning: unknown[94.180.118.31]: SASL LOGIN authentication failed: authentication failure","94.180.118.31",Novosibirsk,Russia
"Sep 23, 2022 @ 14:18:39.181","Sep 23 14:13:17 mail postfix/smtps/smtpd[24174]: warning: unknown[212.102.58.170]: SASL LOGIN authentication failed: authentication failure","212.102.58.170",Chicago,"United States"
"Sep 23, 2022 @ 14:18:39.181","Sep 23 14:13:40 mail postfix/smtps/smtpd[24174]: warning: unknown[59.7.163.102]: SASL LOGIN authentication failed: authentication failure","59.7.163.102",Namyangju,"South Korea"
"Sep 23, 2022 @ 14:16:57.555","Sep 23 14:02:46 mail postfix/smtps/smtpd[21726]: warning: unknown[222.161.206.66]: SASL LOGIN authentication failed: authentication failure","222.161.206.66","-",China
"Sep 23, 2022 @ 14:16:57.554","Sep 23 14:02:21 mail postfix/smtps/smtpd[21726]: warning: unknown[50.227.101.179]: SASL LOGIN authentication failed: authentication failure","50.227.101.179","Mountain View","United States"
"Sep 23, 2022 @ 14:16:57.518","Sep 23 13:58:33 mail postfix/smtps/smtpd[20324]: warning: unknown[59.50.17.5]: SASL LOGIN authentication failed: authentication failure","59.50.17.5","-",China
"Sep 23, 2022 @ 14:16:57.517","Sep 23 13:58:05 mail postfix/smtps/smtpd[17707]: warning: 41.125.127.78.rev.sfr.net[78.127.125.41]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Sep 23, 2022 @ 14:16:57.509","Sep 23 13:57:33 mail postfix/smtps/smtpd[17707]: warning: unknown[37.157.226.237]: SASL LOGIN authentication failed: authentication failure","37.157.226.237",Nantes,France
"Sep 23, 2022 @ 14:16:57.506","Sep 23 13:57:23 mail postfix/smtps/smtpd[17707]: warning: unknown[175.101.241.38]: SASL LOGIN authentication failed: authentication failure","175.101.241.38","-",India
"Sep 23, 2022 @ 14:15:40.371","Sep 23 13:54:21 mail postfix/smtps/smtpd[17707]: warning: unknown[122.160.85.219]: SASL LOGIN authentication failed: authentication failure","122.160.85.219",Ghaziabad,India
"Sep 23, 2022 @ 14:15:40.345","Sep 23 13:53:59 mail postfix/smtps/smtpd[17707]: warning: c-67-172-121-246.hsd1.ca.comcast.net[67.172.121.246]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Sep 23, 2022 @ 13:51:45.983","Sep 23 13:51:45 mail postfix/smtps/smtpd[11915]: warning: unknown[113.26.202.170]: SASL LOGIN authentication failed: authentication failure","113.26.202.170","-",China
"Sep 23, 2022 @ 13:51:27.969","Sep 23 13:51:27 mail postfix/smtps/smtpd[16167]: warning: unknown[58.22.132.50]: SASL LOGIN authentication failed: authentication failure","58.22.132.50",Putian,China
"Sep 23, 2022 @ 13:39:39.217","Sep 23 13:39:39 mail postfix/smtps/smtpd[2414]: warning: c-24-30-67-77.hsd1.ga.comcast.net[24.30.67.77]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Sep 23, 2022 @ 13:39:29.209","Sep 23 13:39:28 mail postfix/smtps/smtpd[2414]: warning: unknown[200.217.69.30]: SASL LOGIN authentication failed: authentication failure","200.217.69.30","Vitória da Conquista",Brazil
"Sep 23, 2022 @ 13:35:36.310","Sep 23 13:35:36 mail postfix/smtps/smtpd[2414]: warning: unknown[103.180.223.23]: SASL LOGIN authentication failed: authentication failure","103.180.223.23","-",India
"Sep 23, 2022 @ 13:35:14.250","Sep 23 13:35:13 mail postfix/smtps/smtpd[2414]: warning: unknown[202.145.0.89]: SASL LOGIN authentication failed: authentication failure","202.145.0.89",Jakarta,Indonesia
"Sep 23, 2022 @ 13:34:46.242","Sep 23 13:34:42 mail postfix/smtps/smtpd[2414]: warning: unknown[157.130.207.26]: SASL LOGIN authentication failed: authentication failure","157.130.207.26",Reno,"United States"
"Sep 23, 2022 @ 13:34:35.236","Sep 23 13:34:32 mail postfix/smtps/smtpd[2414]: warning: unknown[160.32.222.249]: SASL LOGIN authentication failed: authentication failure","160.32.222.249",Montreal,Canada
"Sep 23, 2022 @ 13:31:25.853","Sep 23 13:31:25 mail postfix/smtps/smtpd[2414]: warning: cpe-107-185-157-9.socal.res.rr.com[107.185.157.9]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Sep 23, 2022 @ 13:31:17.849","Sep 23 13:31:10 mail postfix/smtps/smtpd[2414]: warning: unknown[45.165.170.41]: SASL LOGIN authentication failed: authentication failure","45.165.170.41",Santiago,Chile
"Sep 23, 2022 @ 13:28:35.668","Sep 23 13:28:32 mail postfix/smtps/smtpd[2414]: warning: unknown[83.217.28.223]: SASL LOGIN authentication failed: authentication failure","83.217.28.223",Ussuriysk,Russia
"Sep 23, 2022 @ 13:28:20.661","Sep 23 13:28:20 mail postfix/smtps/smtpd[2414]: warning: c-68-35-27-254.hsd1.al.comcast.net[68.35.27.254]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Sep 23, 2022 @ 13:19:51.076","Sep 23 13:19:49 mail postfix/smtps/smtpd[31738]: warning: unknown[213.32.255.94]: SASL LOGIN authentication failed: authentication failure","213.32.255.94","-",Iraq
"Sep 23, 2022 @ 13:19:37.069","Sep 23 13:19:36 mail postfix/smtps/smtpd[31738]: warning: unknown[64.227.189.14]: SASL LOGIN authentication failed: authentication failure","64.227.189.14",Bengaluru,India
"Sep 23, 2022 @ 13:16:53.791","Sep 23 13:16:52 mail postfix/smtps/smtpd[23051]: warning: 82.213.191.9.dyn.user.ono.com[82.213.191.9]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Sep 23, 2022 @ 13:16:37.720","Sep 23 13:16:36 mail postfix/smtps/smtpd[23051]: warning: unknown[222.99.194.210]: SASL LOGIN authentication failed: authentication failure","222.99.194.210","Seongnam-si","South Korea"
"Sep 23, 2022 @ 13:12:41.580","Sep 23 13:12:37 mail postfix/smtps/smtpd[23051]: warning: unknown[122.170.3.241]: SASL LOGIN authentication failed: authentication failure","122.170.3.241",Ahmedabad,India
"Sep 23, 2022 @ 13:12:18.198","Sep 23 13:12:17 mail postfix/smtps/smtpd[23051]: warning: unknown[211.180.145.250]: SASL LOGIN authentication failed: authentication failure","211.180.145.250","-","South Korea"
"Sep 23, 2022 @ 13:11:51.080","Sep 23 13:11:43 mail postfix/smtps/smtpd[23051]: warning: unknown[189.44.9.51]: SASL LOGIN authentication failed: authentication failure","189.44.9.51","-",Brazil
"Sep 23, 2022 @ 13:11:29.073","Sep 23 13:11:28 mail postfix/smtps/smtpd[23051]: warning: unknown[212.0.159.18]: SASL LOGIN authentication failed: authentication failure","212.0.159.18",Khartoum,Sudan
"Sep 23, 2022 @ 13:08:39.944","Sep 23 13:08:39 mail postfix/smtps/smtpd[23051]: warning: unknown[195.181.197.164]: SASL LOGIN authentication failed: authentication failure","195.181.197.164",Kannonkoski,Finland
"Sep 23, 2022 @ 13:08:27.924","Sep 23 13:08:27 mail postfix/smtps/smtpd[26916]: warning: unknown[42.117.9.117]: SASL LOGIN authentication failed: authentication failure","42.117.9.117","Ho Chi Minh City",Vietnam
"Sep 23, 2022 @ 13:05:50.421","Sep 23 13:05:48 mail postfix/smtps/smtpd[25618]: warning: 56.212-142-175.static.clientes.euskaltel.es[212.142.175.56]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Sep 23, 2022 @ 13:05:30.403","Sep 23 13:05:29 mail postfix/smtps/smtpd[23051]: warning: unknown[38.147.44.6]: SASL LOGIN authentication failed: authentication failure","38.147.44.6",Forsyth,"United States"
"Sep 23, 2022 @ 12:56:12.388","Sep 23 12:56:08 mail postfix/smtps/smtpd[18485]: warning: unknown[217.72.125.172]: SASL LOGIN authentication failed: authentication failure","217.72.125.172","Berwick-Upon-Tweed","United Kingdom"
"Sep 23, 2022 @ 12:56:04.384","Sep 23 12:56:01 mail postfix/smtps/smtpd[18485]: warning: unknown[187.50.67.114]: SASL LOGIN authentication failed: authentication failure","187.50.67.114",Sorocaba,Brazil
"Sep 23, 2022 @ 12:54:10.217","Sep 23 12:54:09 mail postfix/smtps/smtpd[19445]: warning: unknown[222.74.5.235]: SASL LOGIN authentication failed: authentication failure","222.74.5.235","-",China
"Sep 23, 2022 @ 12:53:39.948","Sep 23 12:53:38 mail postfix/smtps/smtpd[18485]: warning: unknown[61.247.229.119]: SASL LOGIN authentication failed: authentication failure","61.247.229.119",Delhi,India
"Sep 23, 2022 @ 12:49:34.518","Sep 23 12:49:34 mail postfix/smtps/smtpd[14339]: warning: 107-159-15-214.on.dsl.ebox.net[107.159.15.214]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Sep 23, 2022 @ 12:49:25.512","Sep 23 12:49:25 mail postfix/smtps/smtpd[14339]: warning: unknown[201.213.136.239]: SASL LOGIN authentication failed: authentication failure","201.213.136.239","Olavarría",Argentina
"Sep 23, 2022 @ 12:49:01.502","Sep 23 12:49:00 mail postfix/smtps/smtpd[14339]: warning: unknown[62.201.253.47]: SASL LOGIN authentication failed: authentication failure","62.201.253.47",Sulaymaniyah,Iraq
"Sep 23, 2022 @ 12:48:46.495","Sep 23 12:48:45 mail postfix/smtps/smtpd[14339]: warning: static-csq-cds-000065.business.bouyguestelecom.com[164.177.0.65]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Sep 23, 2022 @ 12:45:38.388","Sep 23 12:45:37 mail postfix/smtps/smtpd[14339]: warning: c-68-32-164-25.hsd1.al.comcast.net[68.32.164.25]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Sep 23, 2022 @ 12:45:13.283","Sep 23 12:45:11 mail postfix/smtps/smtpd[14339]: warning: unknown[186.215.198.137]: SASL LOGIN authentication failed: authentication failure","186.215.198.137",Recife,Brazil
"Sep 23, 2022 @ 12:42:43.296","Sep 23 12:42:42 mail postfix/smtps/smtpd[14343]: warning: unknown[194.146.234.184]: SASL LOGIN authentication failed: authentication failure","194.146.234.184",Zlatitsa,Bulgaria
"Sep 23, 2022 @ 12:42:27.288","Sep 23 12:42:24 mail postfix/smtps/smtpd[14339]: warning: unknown[209.14.74.115]: SASL LOGIN authentication failed: authentication failure","209.14.74.115","Campos dos Goytacazes",Brazil
"Sep 23, 2022 @ 12:31:01.261","Sep 23 12:31:00 mail postfix/smtps/smtpd[8923]: warning: unknown[182.70.252.174]: SASL LOGIN authentication failed: authentication failure","182.70.252.174",Indore,India
"Sep 23, 2022 @ 12:30:40.254","Sep 23 12:30:36 mail postfix/smtps/smtpd[8401]: warning: static-47-206-124-11.tamp.fl.frontiernet.net[47.206.124.11]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Sep 23, 2022 @ 12:26:42.737","Sep 23 12:26:41 mail postfix/smtps/smtpd[4549]: warning: unknown[183.105.193.76]: SASL LOGIN authentication failed: authentication failure","183.105.193.76","Yeongam-gun","South Korea"
"Sep 23, 2022 @ 12:26:20.096","Sep 23 12:26:18 mail postfix/smtps/smtpd[4549]: warning: unknown[1.235.197.58]: SASL LOGIN authentication failed: authentication failure","1.235.197.58",Seoul,"South Korea"
"Sep 23, 2022 @ 12:25:48.085","Sep 23 12:25:45 mail postfix/smtps/smtpd[4549]: warning: c-98-192-36-151.hsd1.ga.comcast.net[98.192.36.151]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Sep 23, 2022 @ 12:25:36.072","Sep 23 12:25:35 mail postfix/smtps/smtpd[4549]: warning: unknown[183.97.167.212]: SASL LOGIN authentication failed: authentication failure","183.97.167.212","Goyang-si","South Korea"
"Sep 23, 2022 @ 12:22:44.427","Sep 23 12:22:40 mail postfix/smtps/smtpd[4549]: warning: unknown[196.50.199.197]: SASL LOGIN authentication failed: authentication failure","196.50.199.197",Alberton,"South Africa"
"Sep 23, 2022 @ 12:22:29.139","Sep 23 12:22:24 mail postfix/smtps/smtpd[4549]: warning: unknown[103.94.96.180]: SASL LOGIN authentication failed: authentication failure","103.94.96.180","-",Indonesia
"Sep 23, 2022 @ 12:19:58.607","Sep 23 12:19:56 mail postfix/smtps/smtpd[23766]: warning: ip-176-199-079-136.um44.pools.vodafone-ip.de[176.199.79.136]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Sep 23, 2022 @ 12:19:45.600","Sep 23 12:19:38 mail postfix/smtps/smtpd[23766]: warning: unknown[58.216.138.114]: SASL LOGIN authentication failed: authentication failure","58.216.138.114",Changzhou,China
"Sep 23, 2022 @ 12:08:34.039","Sep 23 12:08:33 mail postfix/smtps/smtpd[23766]: warning: unknown[14.241.236.250]: SASL LOGIN authentication failed: authentication failure","14.241.236.250","Ho Chi Minh City",Vietnam
"Sep 23, 2022 @ 12:08:18.017","Sep 23 12:08:17 mail postfix/smtps/smtpd[23766]: warning: unknown[61.184.176.231]: SASL LOGIN authentication failed: authentication failure","61.184.176.231","-",China
"Sep 23, 2022 @ 12:03:42.551","Sep 23 12:03:42 mail postfix/smtps/smtpd[23766]: warning: unknown[216.184.81.8]: SASL LOGIN authentication failed: authentication failure","216.184.81.8",Kingsport,"United States"
"Sep 23, 2022 @ 12:03:22.370","Sep 23 12:03:19 mail postfix/smtps/smtpd[23766]: warning: unknown[94.131.211.168]: SASL LOGIN authentication failed: authentication failure","94.131.211.168","-",Poland
"Sep 23, 2022 @ 12:03:01.331","Sep 23 12:02:54 mail postfix/smtps/smtpd[23766]: warning: unknown[187.103.206.54]: SASL LOGIN authentication failed: authentication failure","187.103.206.54","Teixeira de Freitas",Brazil
"Sep 23, 2022 @ 12:02:39.323","Sep 23 12:02:37 mail postfix/smtps/smtpd[23766]: warning: customer-200-236-45-19.luxfibra.net.br[45.236.200.19]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Sep 23, 2022 @ 11:59:53.148","Sep 23 11:59:50 mail postfix/smtps/smtpd[24461]: warning: unknown[176.121.211.162]: SASL LOGIN authentication failed: authentication failure","176.121.211.162","-",Russia
"Sep 23, 2022 @ 11:59:26.133","Sep 23 11:59:20 mail postfix/smtps/smtpd[24461]: warning: 125-227-144-49.hinet-ip.hinet.net[125.227.144.49]: SASL LOGIN authentication failed: authentication failure","-","-","-"
"Sep 23, 2022 @ 11:56:54.973","Sep 23 11:56:54 mail postfix/smtps/smtpd[24461]: warning: unknown[46.163.140.182]: SASL LOGIN authentication failed: authentication failure","46.163.140.182",Yekaterinburg,Russia
"Sep 23, 2022 @ 11:56:35.954","Sep 23 11:56:35 mail postfix/smtps/smtpd[24461]: warning: unknown[219.146.247.114]: SASL LOGIN authentication failed: authentication failure","219.146.247.114","-",China
"Sep 23, 2022 @ 11:45:13.845","Sep 23 11:45:13 mail postfix/smtps/smtpd[18147]: warning: unknown[65.65.159.190]: SASL LOGIN authentication failed: authentication failure","65.65.159.190",Alpine,"United States"
"Sep 23, 2022 @ 11:44:56.286","Sep 23 11:44:55 mail postfix/smtps/smtpd[19061]: warning: unknown[179.175.63.3]: SASL LOGIN authentication failed: authentication failure","179.175.63.3","-",Brazil
"Sep 23, 2022 @ 11:40:42.574","Sep 23 11:40:39 mail postfix/smtps/smtpd[11342]: warning: unknown[185.39.197.113]: SASL LOGIN authentication failed: authentication failure","185.39.197.113","-",Ukraine
"Sep 23, 2022 @ 11:40:29.544","Sep 23 11:40:29 mail postfix/smtps/smtpd[16449]: warning: unknown[107.7.103.194]: SASL LOGIN authentication failed: authentication failure","107.7.103.194",Madison,"United States"
"Sep 23, 2022 @ 11:40:06.527","Sep 23 11:40:05 mail postfix/smtps/smtpd[11342]: warning: unknown[176.192.117.54]: SASL LOGIN authentication failed: authentication failure","176.192.117.54",Moscow,Russia
"Sep 23, 2022 @ 11:39:41.508","Sep 23 11:39:38 mail postfix/smtps/smtpd[11342]: warning: unknown[77.51.187.149]: SASL LOGIN authentication failed: authentication failure","77.51.187.149",Balashikha,Russia
"Sep 23, 2022 @ 11:36:48.373","Sep 23 11:36:46 mail postfix/smtps/smtpd[11342]: warning: 201.160.173.245.cable.dyn.cableonline.com.mx[201.160.173.245]: SASL LOGIN authentication failed: authentication failure","-","-","-"
